S/N,Code,Description,Table,Classification,Cleaned_Description,PCA_X,PCA_Y,Cluster
171,SF704I,"INTESTINE, SMALL BOWEL, VARIOUS LESIONS, ENTEROSTOMY",4A,Existing,intestine small bowel various lesion enterostomy,0.2348173116812769,-0.0088780089469075,1
8,SG707B,"BLADDER, VARIOUS LESIONS, TOTAL RADICAL CYSTECTOMY, FOR MALIGNANCY + CREATION OF ILEAL NEOBLADDER",6C,Existing,bladder various lesion total radical cystectomy malignancy creation ileal neobladder,0.2323891614007825,-0.0059482878079264,1
465,SB803S,"SOFT TISSUE (LOWER LIMB), SMALL TUMORS (BENIGN), EXCISION UNDER LOCAL ANESTHESIA",MSP,Existing,soft tissue lower limb small tumor benign excision local anesthesia,-0.1406262405345557,0.3115393325692513,0
59,SL803E,"EYE, GLAUCOMA, FILTERING AND ALLIED OPERATIONS (INCLUDING TRABECULECTOMY / SCLERECTOMY)",3B,Existing,eye glaucoma filtering allied operation including trabeculectomy sclerectomy,-0.0819312373114737,-0.0676210880851304,0
143,SA847S,"SKIN AND SUBCUTANEOUS TISSUE, NEUROFIBROMATOSIS OF FACE AND NECK, EXCISION (MODERATE)",3A,Existing,skin subcutaneous tissue neurofibromatosis face neck excision moderate,-0.1383740198302642,0.5608771916171054,-1
19,SL800C,"CONJUNCTIVA, LIMBIC TUMOR, REMOVAL",2C,Existing,conjunctiva limbic tumor removal,-0.1161487807899925,0.0583200149956824,0
55,SH701T,"TESTIS, VARIOUS LESIONS, ORCHIDECTOMY (SIMPLE) (MIS)",3C,Existing,testis various lesion orchidectomy simple mi,0.2640767052162787,-0.0360901885303397,1
222,SB833H,"HIP, VARIOUS LESIONS, APPLICATION OF HIP SPICAS",1B,Existing,hip various lesion application hip spica,0.203065825972877,-0.0477693626689209,1
44,SC718T,"THORAX, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY",2A,Existing,thorax various lesion imaging guided percutaneous biopsy,0.2988515814028665,0.0375278847141825,-1
416,SB702S,"SHOULDER FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION (3 OR MORE PART FRACTURE)",5A,Existing,shoulder fracturedislocation open reduction internal fixation 3 part fracture,-0.1496770105799111,-0.2007516360768443,0
241,SF813M,"MOUTH, LEUKOPLAKIA, LIMITED EXCISION",1B,Existing,mouth leukoplakia limited excision,-0.0826476882583875,0.2536977541869004,0
96,SB705F,"FEMUR, FRACTURE (MULTIFRAGMENTARY), INTRAMEDULLARY NAILING (WITH OR WITHOUT LOCKING)",5A,Existing,femur fracture multifragmentary intramedullary nailing without locking,-0.1044553907113222,-0.1206171705195432,0
202,SB813H,"HAND, FOREIGN BODY (SUPERFICIAL), REMOVAL WITH MOBILISATION OF NEUROVASCULAR BUNDLE",2A,Existing,hand foreign body superficial removal mobilisation neurovascular bundle,-0.1079169184346872,-0.019721019698079,0
89,SA725S,"SWEAT GLAND, AXILLARY HYPERHIDROSIS, WEDGE EXCISION (BILATERAL)",3A,Existing,sweat gland axillary hyperhidrosis wedge excision bilateral,-0.0687907289662272,0.1544316134211295,0
177,SI826V,"VULVA, HEMATOMA, EVACUATION <5CM (SIMPLE)",1A,Existing,vulva hematoma evacuation 5cm simple,-0.0872550621593845,-0.0208364712473754,0
112,SM701P,"PHARYNX, CYSTS/VALLECULAR, REMOVAL",2C,Existing,pharynx cystsvallecular removal,-0.0819995861530758,-0.0354606266897162,0
132,SA836S,"SKIN AND SUBCUTANEOUS TISSUE, ARTEIOVENOUS MALFORMATION/HEMANGIOMA/LYMPHANGIOMA (LARGE AND DEEP-SEATED), EXCISION",5C,Existing,skin subcutaneous tissue arteiovenous malformationhemangiomalymphangioma large deepseated excision,-0.1396703995030603,0.5749242378472101,-1
312,SF710S,"STOMACH, TUMOUR, TOTAL GASTRECTOMY AND RADICAL LYMPHADENECTOMY",6B,Existing,stomach tumour total gastrectomy radical lymphadenectomy,-0.0645666566382713,-0.0229425072431471,0
37,SG816B,"BLADDER, VESICO-VAGINAL FISTULA, CORRECTION",5C,Existing,bladder vesicovaginal fistula correction,-0.0855201397798721,-0.0481276258729255,0
11,SJ800T,"THYROGLOSSAL DUCT, CYST FISTULA, EXCISION",3B,Existing,thyroglossal duct cyst fistula excision,-0.0765436002804076,0.1788643931692325,0
12,SL703C,"CORNEA, DESCEMET'S MEMBRANE ENDOTHELIAL KERATOPLASTY (DMEK)",6B,Existing,cornea descemets membrane endothelial keratoplasty dmek,-0.0771857941776848,-0.038737977332368,0
119,SK804N,"NERVE-DIGITAL, INJURY, PRIMARY REPAIR",2C,Existing,nervedigital injury primary repair,-0.1153619057178855,-0.0808518428030034,0
525,SB702U,"UPPER LIMB/LOWER LIMB, MAJOR SOFT TISSUE DEFECTS, PEDICLED FLAP",5C,Existing,upper limblower limb major soft tissue defect pedicled flap,-0.1397927863947111,0.1472443318846764,0
237,SF809M,"MOUTH, DISLOCATED TEETH/DENTO-ALVEOLAR FRACTURE, REDUCTION AND IMMOBILISATION",2C,Existing,mouth dislocated teethdentoalveolar fracture reduction immobilisation,-0.1336683786687063,-0.1264906862022998,0
130,SG832U,"URETER, CALCULUS, URETEROLITHOTOMY (MIS)",4B,Existing,ureter calculus ureterolithotomy mi,-0.048255234343653,-0.0544572835699046,0
70,SB804C,CERVICAL SPINE - APPLICATION OF SKULL CALIPERS WITHOUT OTHER PROCEDURES,MSP,Existing,cervical spine application skull caliper without procedure,-0.0616022626343715,-0.0946882964986331,0
12,SH800P,"PENIS, EPISPADIAS, REPAIR INVOLVING BLADDER NECK CLOSURE",4C,Existing,penis epispadias repair involving bladder neck closure,-0.1007644905428717,-0.0409457831033911,0
19,SK800A,"ARTERY, ARTERIO-VENOUS FISTULA, LIGATION",2A,Existing,artery arteriovenous fistula ligation,-0.0681749530093135,-0.0482880611425394,0
91,SD705H,"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR SINGLE CHAMBER (INCLUSIVE OF DFT)",4B,Existing,heart automatic implantable cardioverter defribrillator single chamber inclusive dft,-0.0878140309536424,-0.0802548624411088,0
345,SF806T,"TONGUE, TUMOR, GLOSSECTOMY WITH RADICAL NECK DISSECTION",6B,Existing,tongue tumor glossectomy radical neck dissection,-0.0937179454832604,0.0937497128650581,0
242,SF814M,"MOUTH, LEUKOPLAKIA, WIDE EXCISION AND SKIN GRAFTING",3A,Existing,mouth leukoplakia wide excision skin grafting,-0.1053057726108059,0.3725182073517269,0
172,SK759S,"SPINE, CERVICAL/THORACIC, INJECTION, EPIDURAL, WITHOUT OTHER PROCEDURES",1C,Existing,spine cervicalthoracic injection epidural without procedure,-0.0694639219837725,-0.1116775803396993,0
164,SI813V,"VAGINA, PROLAPSE, INSERTION OF PESSARY",MSP,Existing,vagina prolapse insertion pessary,-0.0737624701847486,-0.059861169892903,0
40,SH829P,"PROSTATE GLAND, SIMPLE PROSTATECTOMY",4B,Descriptor change,prostate gland simple prostatectomy,-0.0635611110425449,-0.0312738626168077,0
176,SB719H,"HIP, ACETABULUM, FRACTURE, DOUBLE COLUMN FIXATION",6B,Existing,hip acetabulum fracture double column fixation,-0.106311084880699,-0.1389151309659425,0
134,SB816F,"FINGER, RING CONSTRICTION (SINGLE), CORRECTION",3B,Existing,finger ring constriction single correction,-0.0825842189889383,-0.0551108604102525,0
22,SH810P,"PENIS, PEYRONIE'S DISEASE, OPERATION",2C,Existing,penis peyronies disease operation,-0.0813014752786673,-0.0667802746025659,0
8,SM707E,"EAR, TYMPANIC MEMBRANE, BILATERAL MYRINGOTOMY WITHOUT TUBE",1C,Existing,ear tympanic membrane bilateral myringotomy without tube,-0.0824299946346837,-0.0586099527321195,0
41,SF818A,"ABDOMINAL WALL, INGUINAL HERNIA (INFANTS & CHILDREN), HERNIOTOMY (UNILATERAL)",3A,Existing,abdominal wall inguinal hernia infant child herniotomy unilateral,-0.0823532018907786,-0.0553338104178568,0
84,SD708B,"BLOOD VESSELS, PULMONARY EMBOLECTOMY",6B,Existing,blood vessel pulmonary embolectomy,-0.0652596594567745,-0.0484009389253052,0
21,SC726L,"LUNG, VARIOUS LESIONS, LUNG RESECTION WITH MEDIASTINAL RESECTION, ANY APPROACH",6C,Existing,lung various lesion lung resection mediastinal resection approach,0.1440825850338341,-0.0337060064822812,1
107,SG808U,"URETER, VARIOUS LESIONS, REPAIR",4A,Existing,ureter various lesion repair,0.364432566059021,-0.0576585274200009,1
129,SB810F,"FEMUR, FRACTURE (FEMUR SHAFT), INTRAMEDULLARY NAILING/ROD (WITH OR WITHOUT LOCKING)",5A,Existing,femur fracture femur shaft intramedullary nailingrod without locking,-0.0977083615369834,-0.0992448767524063,0
265,SF710P,"PANCREAS, VARIOUS LESIONS, PORTAL VENOUS SAMPLING",3B,Existing,pancreas various lesion portal venous sampling,0.2325801960876136,-0.02893043872989,1
121,SB802F,"FACE, FRACTURES (MORE THAN 2), OPEN REDUCTION AND INTERNAL FIXATION",6B,Existing,face fracture 2 open reduction internal fixation,-0.1599423421571468,-0.1753515155357992,0
153,SI802V,"VAGINA, CYSTOCOELE, ANTERIOR REPAIR/KELLY'S OPERATION",3B,Existing,vagina cystocoele anterior repairkellys operation,-0.0831658739162914,-0.0718991010704872,0
13,SA713B,"BREAST, POST MASTECTOMY, RECONSTRUCTION USING PEDICLED TRANSVERSE RECTUS ABDOMINIS MUSCULOCUTANEOUS FLAP (UNILATERAL)",6A,Existing,breast post mastectomy reconstruction using pedicled transverse rectus abdominis musculocutaneous flap unilateral,-0.0802497698352155,-0.0093219266502334,0
71,SD829A,"ARTERY-PROFUNDA FEMORIS, STENOSIS, PROFUNDOPLASTY",4A,Existing,arteryprofunda femoris stenosis profundoplasty,-0.0746131157284295,-0.0391354135377424,0
172,SA877S,"SKIN, VARIOUS LESIONS OF FACE (2 TO 3), EXCISION BIOPSY",1B,Existing,skin various lesion face 2 3 excision biopsy,0.2914603994017475,0.5405026034452304,-1
61,SB833B,"BONE (UPPER LIMB/LOWER LIMB), VARIOUS LESIONS, VASCULARISED BONE TRANSFER",7C,Existing,bone upper limblower limb various lesion vascularised bone transfer,0.1024761356884991,0.0137715043709261,-1
16,SI807C,"CERVIX, POLYP/EROSION, LASER THERAPY",1B,Descriptor change,cervix polyperosion laser therapy,-0.0618512055939028,-0.014812305180893,0
149,SL806O,"ORBIT, TUMOUR, EXENTERATION WITH ORBITECTOMY & PRIMARY RECONSTRUCTION",5C,Existing,orbit tumour exenteration orbitectomy primary reconstruction,-0.0571731728125726,-0.0415573420757047,0
75,SD838A,"ARTERY, PULMONARY, ENDOVASCULAR STENT PLACEMENT",5A,Existing,artery pulmonary endovascular stent placement,-0.0576914699089634,-0.0638348604663332,0
59,SB831B,"BONE, TUMOR (MALIGNANT), WIDE/MAJOR RESECTION AND RECONSTRUCTION (NON VASCULARISED BONE GRAFT)",6B,Existing,bone tumor malignant widemajor resection reconstruction non vascularised bone graft,-0.1007352378314238,0.0627921056553894,0
18,SD742A,"ARTERY, PERIPHERAL ARTERIAL, DIAGNOSTIC INTRAVASCULAR ULTRASOUND (IVUS)",1A,New,artery peripheral arterial diagnostic intravascular ultrasound ivus,-0.0518899211723387,-0.0649139957824012,0
139,SA843S,"SKIN AND SUBCUTANEOUS TISSUE, LACERATION (SUPERFICIAL) OF LESS THAN 7CM, REPAIR",1B,Existing,skin subcutaneous tissue laceration superficial le 7cm repair,-0.1401738228594526,0.2309104552413839,0
120,SB801F,"FACE, DEFECT / DEFORMITY, RECONSTRUCTION / INSERTION OF IMPLANT",5C,Existing,face defect deformity reconstruction insertion implant,-0.0938818683703886,0.0015977692578057,0
454,SB753S,"SPINE, VARIOUS LESIONS - POSTERIOR INSTRUMENTATION (3 OR 4 SEGMENTS) WITH/WITHOUT DECOMPRESSION AND WITHOUT INTERBODY FUSION",7B,"Uptable, Descriptor change,",spine various lesion posterior instrumentation 3 4 segment withwithout decompression without interbody fusion,0.1593444131279372,-0.0849313597084951,1
76,SI713U,"UTERUS, SUBTOTAL/TOTAL HYSTERECTOMY, <12WKS",4C,"Uptable, Descriptor change",uterus subtotaltotal hysterectomy 12wks,-0.1025605127183407,-0.0732727018563659,0
44,SH833P,"PROSTATE GLAND, VARIOUS LESIONS, TRANS-RECTAL ULTRASOUND (TRUS)",1A,Existing,prostate gland various lesion transrectal ultrasound trus,0.247463158512231,-0.0180195243262629,1
359,SB817M,"MANDIBLE AND/OR MAXILLA, VARIOUS LESIONS, INSERTION OF TRANSMANDIBULAR IMPLANT/ SUBPERIOSTEAL IMPLANT/ ZYGOMATICUS IMPLANT",5A,Existing,mandible andor maxilla various lesion insertion transmandibular implant subperiosteal implant zygomaticus implant,0.1183480841917264,-0.0678502762283723,1
140,SA844S,"SKIN AND SUBCUTANEOUS TISSUE, LACERATION (SUPERFICIAL) OF MORE THAN 7CM, REPAIR",2C,Existing,skin subcutaneous tissue laceration superficial 7cm repair,-0.1443974042754192,0.2468985826663196,0
113,SA817S,"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (DEEP), STAGED DISTANT FLAP (DIVISION)",2A,Existing,skin subcutaneous tissue defect deep staged distant flap division,-0.141155816150647,0.3224249766872437,0
332,SB704M,"MANDIBLE OR MAXILLA, VARIOUS LESIONS, SEGMENTAL OSTEOTOMY AND INSERTION OF DEVICE FOR DISTRACTION OSTEOGENESIS AND BONE TRANSPORT",5B,Existing,mandible maxilla various lesion segmental osteotomy insertion device distraction osteogenesis bone transport,0.1301351972071046,-0.0496612082549887,1
25,SB710B,"BONE/SOFT TISSUE, VARIOUS LESIONS, TRUCUT BIOPSY",1B,Existing,bonesoft tissue various lesion trucut biopsy,0.4571726428548447,0.326825743839659,-1
524,SB701U,"UPPER LIMB/LOWER LIMB, MAJOR SOFT TISSUE DEFECTS, FREE FLAP",7C,Existing,upper limblower limb major soft tissue defect free flap,-0.1427218304386998,0.1628187231688741,0
156,SL700R,"RETINA, LASER RETINOPEXY, COMPLEX (SUBRETINAL FLUID, VITREOUS HAEMORRHAGE,  MULTIPLE TEARS)",3B,Existing,retina laser retinopexy complex subretinal fluid vitreous haemorrhage multiple tear,-0.086809544601908,-0.0371174869954637,0
167,SK753S,"SPLANCHNIC NERVES, BLOCK, NEUROLYTIC",2C,Existing,splanchnic nerve block neurolytic,-0.1080171553652698,-0.0868383967137623,0
126,SB807F,"FASCIA PALMAR, DUPUYTREN'S CONTRACTURE, FASCIECTOMY (MULTIPLE)",5C,Existing,fascia palmar dupuytrens contracture fasciectomy multiple,-0.088433446499622,-0.0372004737460439,0
246,SF818M,"MOUTH, MUCOUS CYST/RANULA OF FLOOR OF MOUTH, EXCISION WITH/WITHOUT BIOPSY",2C,Existing,mouth mucous cystranula floor mouth excision withwithout biopsy,-0.0531324605729037,0.2208608847394566,0
87,SI724U,"UTERUS/CERVIX, HYSTEROSCOPIC CANNULATION",2B,Existing,uteruscervix hysteroscopic cannulation,-0.077040547462954,-0.0412275163477305,0
82,SM839M,"MASTOID, VARIOUS LESIONS, OBLITERATION / REDUCTION OF CAVITY",4A,Existing,mastoid various lesion obliteration reduction cavity,0.2313617567574019,-0.0730706990334929,1
515,SB829T,"TOES, VARIOUS LESIONS, TOE AMPUTATION (TWO TO FOUR TOES)",2C,Existing,toe various lesion toe amputation two four toe,0.0985264868191715,-0.0349428139965284,-1
20,SD719A,"ARTERY, STENOSIS/OCCLUSION, PERCUTANEOUS ATHERECTOMY (MECHANICAL OR  LASER)",3B,Existing,artery stenosisocclusion percutaneous atherectomy mechanical laser,-0.0420596744655691,-0.0628272864301232,0
194,SA900S,"SUBCUTANEOUS TISSUE, OBESITY, EXCISION/LIPECTOMY, LIMBS (UNILATERAL/BILATERAL) FOLLOWING WEIGHT LOSS SURGERY (SF702S/SF703S/SF713S/SF803S/SF804S)",4A,Existing,subcutaneous tissue obesity excisionlipectomy limb unilateralbilateral following weight loss surgery sf702ssf703ssf713ssf803ssf804s,-0.1158079901389508,0.1216608349242219,0
374,SB832M,"MAXILLA, FRACTURE - LEFORT II / III, CLOSED REDUCTION AND FIXATION.",5A,Existing,maxilla fracture lefort ii iii closed reduction fixation,-0.1299752095403067,-0.1706584481902329,0
120,SD800H,"HEART (GREAT VESSELS), VARIOUS LESIONS, INTRATHORACIC OPERATION",4A,Existing,heart great vessel various lesion intrathoracic operation,0.2642286202420214,-0.0863113607121781,1
304,SB801K,"KNEE, DISLOCATION, OPEN REDUCTION WITH REPAIR OF LIGAMENTS",5C,Existing,knee dislocation open reduction repair ligament,-0.1254476784406468,-0.150111338592655,0
38,SH826P,"PROSTATE GLAND, ABSCESS, RETROPUBIC/ENDOSCOPIC DRAINAGE",2C,Existing,prostate gland abscess retropubicendoscopic drainage,-0.0787437010971124,-0.0444243279431547,0
27,SH815P,"PENIS, TRAUMA, RECONSTRUCTION (1ST STAGE)",6B,Existing,penis trauma reconstruction 1st stage,-0.0863291831557192,-0.0562529010914246,0
446,SB745S,"CERVICAL SPINE, CLOSED REDUCTION WITHOUT APPLICATION OF SKULL DEVICES OR OTHER PROCEDURES",MSP,Existing,cervical spine closed reduction without application skull device procedure,-0.0801122184426578,-0.1267580168267202,0
4,SA704B,"BREAST, LUMPS, IMAGING GUIDED VACUUM ASSISTED BIOPSY, SINGLE LESION",2B,Existing,breast lump imaging guided vacuum assisted biopsy single lesion,0.1077506107523102,0.0582885416512313,-1
9,SH704P,"PENIS, TUMOR, AMPUTATION (PARTIAL) + BILATERAL RADICAL LN DISSECTION",5C,Existing,penis tumor amputation partial bilateral radical ln dissection,-0.0811423773461336,0.0400900845091522,0
268,SB814J,"JOINTS (LOWER LIMB, EXCEPT HIP), SEPTIC ARTHRITIS, SIMPLE DRAINAGE",2B,Existing,joint lower limb except hip septic arthritis simple drainage,-0.0791338202923491,-0.0566090852711782,0
268,SF713P,"PAROTID, TOTAL PAROTIDECTOMY WITH NECK DISSECTION",6B,Existing,parotid total parotidectomy neck dissection,-0.0675290649883435,-0.014262326501507,0
6,SA706B,"BREAST, LUMPS, IMAGING GUIDED VACUUM ASSISTED BIOPSY, > 1 LESIONS",2C,Existing,breast lump imaging guided vacuum assisted biopsy 1 lesion,0.1251785423490204,0.0647512112052774,-1
72,SM700M,"MAXILLA, SINUSES, SINOSCOPY",1B,Existing,maxilla sinus sinoscopy,-0.0481414077963172,-0.0357046501021516,0
40,SK804B,"BRAIN, EPILEPSY, CRANIOTOMY, SIMPLE",6B,Existing,brain epilepsy craniotomy simple,-0.0838572550220185,-0.0394857376081407,0
348,SB806M,"MANDIBLE, FRACTURE, OPEN REDUCTION AND FIXATION",5A,Existing,mandible fracture open reduction fixation,-0.1459779265916709,-0.2172708225271415,0
29,SB800B,"BONE, CYST/TUMOUR BENIGN/BENIGN AGGRESSIVE, CURRETTAGE/BURRING/BONE GRAFTING/CEMENTING",4A,Existing,bone cysttumour benignbenign aggressive currettageburringbone graftingcementing,-0.093023677587899,0.0014369594046549,0
31,SE815L,"LYMPHATICS, LYMPHANGIECTASIS, RADICAL EXCISION",4A,Existing,lymphatics lymphangiectasis radical excision,-0.0906516977039346,0.2788386027507918,0
343,SB801M,"MANDIBLE AND MAXILLA, VARIOUS LESIONS, OSTEOTOMY INCLUDING SEGMENTAL OSTEOTOMY WITH/WITHOUT GRAFTING",7C,Existing,mandible maxilla various lesion osteotomy including segmental osteotomy withwithout grafting,0.1276066106061919,-0.0396605321964441,1
43,SB814B,"BONE (SKULL), TUMOR (LARGE>3CM) EXCISION WITH CRANIOPLASTY",6B,Existing,bone skull tumor large3cm excision cranioplasty,-0.1353532207741133,0.3187365953127508,0
72,SD830A,"ARTERY-PULMONARY, PULMONARY EMBOLISM, PULMONARY EMBOLECTOMY USING CARDIOPULMONARY BYPASS",6C,Existing,arterypulmonary pulmonary embolism pulmonary embolectomy using cardiopulmonary bypass,-0.0717886084972164,-0.0472251725937722,0
117,SG818U,"URETHRA, PROLAPSE, EXCISION",1B,Existing,urethra prolapse excision,-0.0754972422847126,0.1989290777511157,0
83,SF710B,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY (ERCP) WITH SPHINCTEROTOMY/REMOVAL OF STONE/INSERTION OF BILIARY STENT,3C,Existing,endoscopic retrograde cholangiopancreatography ercp sphincterotomyremoval stoneinsertion biliary stent,-0.0766689739305445,-0.0483084639929121,0
119,SM700S,"SKULL/FACE, MALIGNANT TUMOUR/TRAUMA, CRANIOFACIAL RESECTION",7C,Existing,skullface malignant tumourtrauma craniofacial resection,-0.0736806453287683,-0.0045735159605529,0
56,SG714K,"KIDNEY, STONES, IMAGING GUIDED PERCUTANEOUS RENAL STONES REMOVAL",3B,Existing,kidney stone imaging guided percutaneous renal stone removal,-0.0535684294235725,-0.0695894338021336,0
16,SD715A,"ARTERY, BYPASS, VISCERAL, MULTIPLE",7A,Existing,artery bypass visceral multiple,-0.0655449356471857,-0.071107517363931,0
5,SL702B,"BROW, BROWLIFT, ENDOSCOPIC, UNILATERAL",4A,Existing,brow browlift endoscopic unilateral,-0.082447411040511,-0.056659748775645,0
105,SK741N,"NERVE, VAGUS NERVE STIMULATOR",6A,Existing,nerve vagus nerve stimulator,-0.0922301116977718,-0.0718829014206085,0
25,SI701F,"FALLOPIAN TUBE, BLOCKED TUBES, TUBAL REANASTOMOSIS, MIS",5C,Existing,fallopian tube blocked tube tubal reanastomosis mi,-0.0864744204528171,-0.0598183002537604,0
77,SB700E,"ELBOW,THERAPEUTIC ARTHROSCOPY",4A,Existing,elbowtherapeutic arthroscopy,-0.0659428139331488,-0.0416477763581927,0
462,SB800S,"SHOULDER, DEFORMITIES, CORRECTIVE SURGERY, OSTEOTOMY",5C,Existing,shoulder deformity corrective surgery osteotomy,-0.0903849391365109,-0.0548647789269351,0
126,SK811N,"NERVE-TRIGEMINAL (GANGLION), NEUROLAGIA, INJECTION WITH ALCOHOL/RADIOFREQUENCY GANGLIONOTOMY, IMAGING GUIDED",4B,Existing,nervetrigeminal ganglion neurolagia injection alcoholradiofrequency ganglionotomy imaging guided,-0.0568074665128512,-0.0722443203923359,0
17,SM803E,"EAR (MIDDLE), VARIOUS LESIONS, STAPEDECTOMY",4B,Existing,ear middle various lesion stapedectomy,0.3015930218973408,-0.0026962115926676,1
111,SL702L,"LENS, CATARACT (PAEDIATRIC), EXTRACTION WITH ANTERIOR VITRECTOMY - BILATERAL",5A,Existing,lens cataract paediatric extraction anterior vitrectomy bilateral,-0.073304336573371,-0.0681403341231433,0
115,SB725F,"FOOT, ONE BONE OSTEOTOMY WITH SOFT TISSUE RELEASE, CUBOID",5A,Existing,foot one bone osteotomy soft tissue release cuboid,-0.1129693148010557,0.0891281513901891,0
266,SF711P,"PANCREAS, VARIOUS LESIONS, SEGMENTAL PANCREATECTOMY WITH PANCREATICO-ENTERIC ANASTOMOSIS",6B,Existing,pancreas various lesion segmental pancreatectomy pancreaticoenteric anastomosis,0.2413797452422763,-0.0326723739330456,1
73,SH805V,"VAS DEFERENS, VARIOUS LESIONS, VASOEPIDIDYMOSTOMY (MICROSURGICAL)",5C,Existing,va deferens various lesion vasoepididymostomy microsurgical,0.22185582890876,-0.027537553258785,1
492,SB806T,"TENDON SHEATH (UPPER LIMB), GANGLION/VILLO- NODULAR SYNOVITIS, EXCISION",2B,Existing,tendon sheath upper limb ganglionvillo nodular synovitis excision,-0.1242797888411255,0.2013965844928274,0
413,SB801R,"RADIUS AND ULNA, FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION WITH OR WITHOUT BONE GRAFTING",4B,Existing,radius ulna fracturedislocation open reduction internal fixation without bone grafting,-0.1302938663243132,-0.1464599409403194,0
225,SB836H,"HIP, VARIOUS LESIONS, ARTHROTOMY AND SYNOVECTOMY",4A,Existing,hip various lesion arthrotomy synovectomy,0.3057429717476983,-0.0383998486432546,1
395,SB853M,"MUSCULOSKELETAL SYSTEM, VARIOUS LESIONS, STEINMAN PINS INSERTION",MSP,Existing,musculoskeletal system various lesion steinman pin insertion,0.5167840170921195,-0.0256218400802593,-1
127,SM709S,"SINUSES, NASAL, INFECTION, FUNCTIONAL SINUSCOPIC ETHMOIDECTOMY (UNILATERAL)",4A,Existing,sinus nasal infection functional sinuscopic ethmoidectomy unilateral,-0.0579106247732044,-0.0340952338639293,0
98,SI809U,"UTERUS, DISPLACED INTRAUTERINE CONTRACEPTIVE DEVICE, REMOVAL UNDER GENERAL ANESTHESIA",2A,Existing,uterus displaced intrauterine contraceptive device removal general anesthesia,-0.1032178483061826,-0.0618058881975889,0
423,SB711S,"SHOULDER, SHOULDER SOFT TISSUE INJURY, DECOMPRESSION WITH CUFF REPAIR & EXCISION OF DISTAL CLAVICLE",5C,Descriptor change,shoulder shoulder soft tissue injury decompression cuff repair excision distal clavicle,-0.1166224071234478,0.1401352657359567,0
82,SK714N,"NERVE (LOWER LIMB), DISRUPTION, MAJOR REPAIR (SINGLE)",4A,Existing,nerve lower limb disruption major repair single,-0.1350032403523303,-0.0292275205391796,0
10,SM709E,"EAR, TYMPANIC MEMBRANE, PERFORATION, CAUTERISATION/DIATHERMY",1B,Existing,ear tympanic membrane perforation cauterisationdiathermy,-0.0813264679799709,-0.0220889659595338,0
28,SB713B,"BONE, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, COMPLEX, > 1 LESION (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)",4B,Existing,bone tumour imaging guided percutaneous local ablation complex 1 lesion radiofrequency cryotherapy microwave laser alcohol etc,0.0028015326791368,-0.0345967898524545,-1
146,SI716V,"VULVA, MALIGNANT CONDITION RADICAL WIDE LOCAL EXCISION WITH SKIN FLAP CLOSURE",4B,Descriptor change,vulva malignant condition radical wide local excision skin flap closure,-0.1141586341161214,0.2804442435997349,0
92,SF719B,"BOWELS, ENDOSCOPIC ULTRASOUND WITH PSEUDOCYST DRAINAGE",3C,Existing,bowel endoscopic ultrasound pseudocyst drainage,-0.0842196444311091,-0.0624196085721157,0
51,SL720E,"EYELID LOWERING (GOLD WEIGHT IMPLANT), BILATERAL",3C,Existing,eyelid lowering gold weight implant bilateral,-0.0772341459683903,-0.0463334657811467,0
122,SG824U,"URETHRA, VALVES/MEMBRANE, RESECTION (OPEN)",4A,Existing,urethra valvesmembrane resection open,-0.0632155994298304,-0.081890794350994,0
67,SA702S,"SKIN AND SUBCUTANEOUS TISSUE, TUMOR/CYST/ULCER/SCAR, EXCISION BIOPSY, LESION SIZE MORE THAN 15MM IN DIAMETER",1B,Existing,skin subcutaneous tissue tumorcystulcerscar excision biopsy lesion size 15mm diameter,0.0291533449766404,0.5267729858363258,-1
42,SK806B,"BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR DRAINAGE, UNILATERAL",3B,Existing,brain hydrocephalus external ventricular drainage unilateral,-0.0865502750113896,-0.0582718134032423,0
25,SA811B,"BREAST, INVERTED NIPPLE, SURGICAL EVERSION (UNILATERAL)",2C,Existing,breast inverted nipple surgical eversion unilateral,-0.0692784692686684,-0.0306944232342909,0
158,SF705G,"GALLBLADDER, VARIOUS LESIONS, CHOLECYSTECTOMY AND TRANSCYSTIC COMMON BILE DUCT EXPLORATION",5A,"Descriptor
change",gallbladder various lesion cholecystectomy transcystic common bile duct exploration,0.2109780146922189,-0.0374057466291544,1
145,SA849S,"SKIN & SUBCUTANEOUS, PRE-SEPTAL/PERI-ORBITAL DERMOID/LESION, EXCISION",2A,Existing,skin subcutaneous preseptalperiorbital dermoidlesion excision,-0.1356012044848803,0.6447342019777708,-1
